sku,draw_id,elasticity_draw
SKU_001,0,-1.2910703109300052
SKU_001,1,-1.294416900628387
SKU_001,2,-1.2569292848034108
SKU_001,3,-1.3321664531109483
SKU_001,4,-1.1963612846891158
SKU_001,5,-1.2988969698878996
SKU_001,6,-1.2308954854072767
SKU_001,7,-1.235785134467231
SKU_001,8,-1.2781946239641993
SKU_001,9,-1.203097708181739
SKU_001,10,-1.2255360392838914
SKU_001,11,-1.2682694208028964
SKU_001,12,-1.2552424890819394
SKU_001,13,-1.2731633066413706
SKU_001,14,-1.2782409327909645
SKU_001,15,-1.2755739668932784
SKU_001,16,-1.2901319261611033
SKU_001,17,-1.1828499781906532
SKU_001,18,-1.1536892958854161
SKU_001,19,-1.1870501760651768
SKU_001,20,-1.254838769742931
SKU_001,21,-1.3576032648510257
SKU_001,22,-1.238845724821296
SKU_001,23,-1.2698976506014408
SKU_001,24,-1.2842021771401748
SKU_001,25,-1.2063269630238134
SKU_001,26,-1.2683165880569847
SKU_001,27,-1.2730283071584005
SKU_001,28,-1.226623090735276
SKU_001,29,-1.3067332081388277
SKU_001,30,-1.2065298970590432
SKU_001,31,-1.20961525548527
SKU_001,32,-1.243037643767228
SKU_001,33,-1.2833712835098587
SKU_001,34,-1.2177045044862276
SKU_001,35,-1.3203930411523819
SKU_001,36,-1.2915163314175044
SKU_001,37,-1.220368740386994
SKU_001,38,-1.2999962997608216
SKU_001,39,-1.283254718686231
SKU_001,40,-1.2233256335452491
SKU_001,41,-1.2957529021693575
SKU_001,42,-1.2873570396488616
SKU_001,43,-1.2481161431035697
SKU_001,44,-1.182407028200641
SKU_001,45,-1.286002827575885
SKU_001,46,-1.3057413703301606
SKU_001,47,-1.2064044245608583
SKU_001,48,-1.2241818546258736
SKU_001,49,-1.181283233854211
SKU_001,50,-1.2968708015364703
SKU_001,51,-1.227218844089692
SKU_001,52,-1.2292123417351495
SKU_001,53,-1.2633376994470757
SKU_001,54,-1.3414404597977265
SKU_001,55,-1.2606344664739895
SKU_001,56,-1.2940428267373696
SKU_001,57,-1.286834193647223
SKU_001,58,-1.2624636427074447
SKU_001,59,-1.2205847190045445
SKU_001,60,-1.2591416407283222
SKU_001,61,-1.2412617038314235
SKU_001,62,-1.2793715401615284
SKU_001,63,-1.2647607730565456
SKU_001,64,-1.2678497685860097
SKU_001,65,-1.3446605561211296
SKU_001,66,-1.2438652112790543
SKU_001,67,-1.2648057973179703
SKU_001,68,-1.2655820985617248
SKU_001,69,-1.3187308609618609
SKU_001,70,-1.1690842624377633
SKU_001,71,-1.1655555740935495
SKU_001,72,-1.1733287252280236
SKU_001,73,-1.3169664468228683
SKU_001,74,-1.2227710832779313
SKU_001,75,-1.1750346780637648
SKU_001,76,-1.29621323846598
SKU_001,77,-1.2635643061035964
SKU_001,78,-1.1295959998203366
SKU_001,79,-1.2986665853589547
SKU_001,80,-1.262083640699434
SKU_001,81,-1.2123612715809728
SKU_001,82,-1.2477039517376534
SKU_001,83,-1.2820821972944756
SKU_001,84,-1.2413285389634166
SKU_001,85,-1.241138330569076
SKU_001,86,-1.2338582373237639
SKU_001,87,-1.2997800420513757
SKU_001,88,-1.2559650016072221
SKU_001,89,-1.286372688398118
SKU_001,90,-1.2886846577536046
SKU_001,91,-1.3474506881369388
SKU_001,92,-1.3115090876544326
SKU_001,93,-1.2620530421980767
SKU_001,94,-1.2339250119720755
SKU_001,95,-1.3400782519154544
SKU_001,96,-1.1952343749793723
SKU_001,97,-1.2887512621289223
SKU_001,98,-1.214043759508522
SKU_001,99,-1.2484534004210812
SKU_001,100,-1.225129660308646
SKU_001,101,-1.1477446450184505
SKU_001,102,-1.2193421156105193
SKU_001,103,-1.2417755868519584
SKU_001,104,-1.244484220087839
SKU_001,105,-1.2031809600008756
SKU_001,106,-1.2898810650968975
SKU_001,107,-1.2530307795384394
SKU_001,108,-1.271699604246014
SKU_001,109,-1.2472476089759457
SKU_001,110,-1.2388645972278298
SKU_001,111,-1.2931738572162024
SKU_001,112,-1.3032498597836595
SKU_001,113,-1.3787850760374836
SKU_001,114,-1.2619006001508855
SKU_001,115,-1.1909030072702957
SKU_001,116,-1.2851169530726967
SKU_001,117,-1.2455621621596946
SKU_001,118,-1.1838872342654232
SKU_001,119,-1.2624705498148288
SKU_001,120,-1.2706022956875522
SKU_001,121,-1.259268467975921
SKU_001,122,-1.2091232303057082
SKU_001,123,-1.2146438250253244
SKU_001,124,-1.2497167769008377
SKU_001,125,-1.2012537143485762
SKU_001,126,-1.2535666514957866
SKU_001,127,-1.1757139462469648
SKU_001,128,-1.2851177046366233
SKU_001,129,-1.2220222750070695
SKU_001,130,-1.2192491490675235
SKU_001,131,-1.1958573449948955
SKU_001,132,-1.2342230250173662
SKU_001,133,-1.2920240915803982
SKU_001,134,-1.2709028342843163
SKU_001,135,-1.3057387967990897
SKU_001,136,-1.2159887860738792
SKU_001,137,-1.2215672887869624
SKU_001,138,-1.2010954685947628
SKU_001,139,-1.2002120909793244
SKU_001,140,-1.219933509261801
SKU_001,141,-1.2465195352508402
SKU_001,142,-1.241514805989225
SKU_001,143,-1.237431394873641
SKU_001,144,-1.2313179241082364
SKU_001,145,-1.2534887497475995
SKU_001,146,-1.2883738356499117
SKU_001,147,-1.311190051349672
SKU_001,148,-1.2127765585034473
SKU_001,149,-1.2281411609843518
SKU_001,150,-1.214378394591555
SKU_001,151,-1.2149296580893507
SKU_001,152,-1.253516447949737
SKU_001,153,-1.2238737669409903
SKU_001,154,-1.2472459411695456
SKU_001,155,-1.2031509260571622
SKU_001,156,-1.2326777836807619
SKU_001,157,-1.2732184016683432
SKU_001,158,-1.2621658808484
SKU_001,159,-1.2818053912443979
SKU_001,160,-1.2688276561998126
SKU_001,161,-1.3098388331283
SKU_001,162,-1.2727641986054417
SKU_001,163,-1.234473420456756
SKU_001,164,-1.229464042212995
SKU_001,165,-1.1716081571157613
SKU_001,166,-1.2680187370987246
SKU_001,167,-1.08833856220993
SKU_001,168,-1.2690864385205145
SKU_001,169,-1.2753499123334107
SKU_001,170,-1.250238583761701
SKU_001,171,-1.2020651913969953
SKU_001,172,-1.2172581420068609
SKU_001,173,-1.1909507284801846
SKU_001,174,-1.322574243416766
SKU_001,175,-1.1821891753953147
SKU_001,176,-1.2314977516014067
SKU_001,177,-1.2406995626240354
SKU_001,178,-1.277144015260132
SKU_001,179,-1.3443083266482365
SKU_001,180,-1.242778059015384
SKU_001,181,-1.284337670486463
SKU_001,182,-1.2775622873185948
SKU_001,183,-1.2650728761072283
SKU_001,184,-1.2688605816806422
SKU_001,185,-1.2333310646699962
SKU_001,186,-1.3240383081066427
SKU_001,187,-1.2000296609298957
SKU_001,188,-1.2923594627864656
SKU_001,189,-1.256895400142059
SKU_001,190,-1.3302811065543851
SKU_001,191,-1.2358549008481545
SKU_001,192,-1.2800413684106964
SKU_001,193,-1.2455542165488342
SKU_001,194,-1.2202289247091886
SKU_001,195,-1.1376835783261219
SKU_001,196,-1.308827493466763
SKU_001,197,-1.3439409237711326
SKU_001,198,-1.27164549665161
SKU_001,199,-1.2778080958711178
SKU_001,200,-1.2736086642233495
SKU_001,201,-1.1783505465889401
SKU_001,202,-1.240315142295058
SKU_001,203,-1.2317723545875539
SKU_001,204,-1.182883805557402
SKU_001,205,-1.275318097848006
SKU_001,206,-1.147339493564306
SKU_001,207,-1.2706214953355786
SKU_001,208,-1.240153820300857
SKU_001,209,-1.2601517201843735
SKU_001,210,-1.1870893025654174
SKU_001,211,-1.0982587724424122
SKU_001,212,-1.1896776366316417
SKU_001,213,-1.229147541152312
SKU_001,214,-1.2046074420717294
SKU_001,215,-1.2984563233927424
SKU_001,216,-1.2475633842136837
SKU_001,217,-1.218644804809385
SKU_001,218,-1.313001401114538
SKU_001,219,-1.2415475449170943
SKU_001,220,-1.2204055308546837
SKU_001,221,-1.274508962639047
SKU_001,222,-1.1378873207281384
SKU_001,223,-1.1292050543903271
SKU_001,224,-1.2477281274515233
SKU_001,225,-1.2592252838114852
SKU_001,226,-1.2953558997497903
SKU_001,227,-1.3135766102076794
SKU_001,228,-1.29903118985484
SKU_001,229,-1.1152306405476728
SKU_001,230,-1.233021154634883
SKU_001,231,-1.2687365550549976
SKU_001,232,-1.1303101711971693
SKU_001,233,-1.316758618040228
SKU_001,234,-1.2741262734684493
SKU_001,235,-1.1881056513182604
SKU_001,236,-1.3249596497538803
SKU_001,237,-1.3244752584175918
SKU_001,238,-1.2329549236506987
SKU_001,239,-1.2252409411347132
SKU_001,240,-1.2822747058558839
SKU_001,241,-1.2699439452711228
SKU_001,242,-1.210979625629852
SKU_001,243,-1.229340021024471
SKU_001,244,-1.2661352428217056
SKU_001,245,-1.338105387784374
SKU_001,246,-1.231143616234022
SKU_001,247,-1.2004865977063126
SKU_001,248,-1.2847051588430867
SKU_001,249,-1.2061183165431348
SKU_001,250,-1.280556057499308
SKU_001,251,-1.263793807651142
SKU_001,252,-1.2313125963144276
SKU_001,253,-1.2075616904978477
SKU_001,254,-1.2838557247389826
SKU_001,255,-1.2702749868068146
SKU_001,256,-1.3079126913161045
SKU_001,257,-1.2774801699093519
SKU_001,258,-1.1643028575808476
SKU_001,259,-1.2908364357071334
SKU_001,260,-1.2072667509669013
SKU_001,261,-1.3027570429034956
SKU_001,262,-1.3272902468677077
SKU_001,263,-1.222723706094308
SKU_001,264,-1.2281598928692785
SKU_001,265,-1.2680268780743293
SKU_001,266,-1.2602602893385015
SKU_001,267,-1.253666286081487
SKU_001,268,-1.2187092429014768
SKU_001,269,-1.1944373646995385
SKU_001,270,-1.1409580298964501
SKU_001,271,-1.2637963724589711
SKU_001,272,-1.198302550053273
SKU_001,273,-1.182686454746189
SKU_001,274,-1.2594432754222333
SKU_001,275,-1.2164590646033946
SKU_001,276,-1.2553466696471294
SKU_001,277,-1.3338681699324242
SKU_001,278,-1.2316096429835277
SKU_001,279,-1.1946344318173865
SKU_001,280,-1.2153454072344554
SKU_001,281,-1.2559544186263438
SKU_001,282,-1.1316278751764361
SKU_001,283,-1.2587693119056993
SKU_001,284,-1.2558009901056817
SKU_001,285,-1.2260296418294663
SKU_001,286,-1.2817636750777137
SKU_001,287,-1.2435994256885357
SKU_001,288,-1.2415800617351074
SKU_001,289,-1.2555754643620571
SKU_001,290,-1.2108294581518593
SKU_001,291,-1.241598727550406
SKU_001,292,-1.2419956290759528
SKU_001,293,-1.2016152384799301
SKU_001,294,-1.251762506959247
SKU_001,295,-1.2216189182739936
SKU_001,296,-1.2154395546864432
SKU_001,297,-1.1726073547873865
SKU_001,298,-1.2608512741041116
SKU_001,299,-1.2112683830034565
SKU_002,0,-1.4031156887289167
SKU_002,1,-1.2815342136409535
SKU_002,2,-1.1678601938193318
SKU_002,3,-1.315809233875904
SKU_002,4,-1.1893854604863765
SKU_002,5,-1.303438336583764
SKU_002,6,-1.243164290358239
SKU_002,7,-1.2271279695958048
SKU_002,8,-1.2805220362134258
SKU_002,9,-1.2288245861062939
SKU_002,10,-1.2401562301617615
SKU_002,11,-1.2683402848294312
SKU_002,12,-1.2613511525434136
SKU_002,13,-1.3084485800053298
SKU_002,14,-1.2905213416953127
SKU_002,15,-1.2686208406083934
SKU_002,16,-1.281645242823477
SKU_002,17,-1.1343414505832432
SKU_002,18,-1.1573509270818327
SKU_002,19,-1.2516695774090567
SKU_002,20,-1.2514455905527349
SKU_002,21,-1.3542120703996126
SKU_002,22,-1.2338813554020207
SKU_002,23,-1.2733660729266219
SKU_002,24,-1.2537131259925998
SKU_002,25,-1.2197532327409124
